"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CMCSA","Comcast Corporation","37.88","$172.34B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/cmcsa",
"CCNI","Command Center, Inc.","3.93","$19.17M","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/ccni",
"CBSH","Commerce Bancshares, Inc.","60.48","$6.75B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cbsh",
"CBSHP","Commerce Bancshares, Inc.","25.28","$2.32B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cbshp",
"CVGI","Commercial Vehicle Group, Inc.","6.28","$194.02M","2004","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/cvgi",
"COMM","CommScope Holding Company, Inc.","17.5","$3.36B","2013","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/comm",
"JCS","Communications Systems, Inc.","2.17","$19.87M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/jcs",
"ESXB","Community Bankers Trust Corporation.","8.28","$183.08M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/esxb",
"CFBI","Community First Bancshares, Inc.","10.67","$80.43M","2017","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cfbi",
"CYHHZ","Community Health Systems, Inc.","0.0016","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/cyhhz",
"CTBI","Community Trust Bancorp, Inc.","42.61","$755.44M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","10.65","$87.9M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cwbc",
"CVLT","Commvault Systems, Inc.","57.31","$2.65B","2006","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cvlt",
"CGEN","Compugen Ltd.","3.46","$197.9M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cgen",
"CPSI","Computer Programs and Systems, Inc.","26.31","$370.6M","2002","Technology","EDP Services","https://www.nasdaq.com/symbol/cpsi",
"CTG","Computer Task Group, Incorporated","4.37","$62.41M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ctg",
"SCOR","comScore, Inc.","14.93","$879.48M","2018","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/scor",
"CHCI","Comstock Holding Companies, Inc.","1.79","$6.99M","2004","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/chci",
"CMTL","Comtech Telecommunications Corp.","25.4","$607.2M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/cmtl",
"CNAT","Conatus Pharmaceuticals Inc.","1.94","$58.71M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cnat",
"CNCE","Concert Pharmaceuticals, Inc.","12.47","$292.16M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cnce",
"CDOR","Condor Hospitality Trust, Inc.","9.31","$110.64M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cdor",
"CFMS","ConforMIS, Inc.","0.531","$33.6M","2015","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/cfms",
"CNFR","Conifer Holdings, Inc.","4.35","$37.06M","2015","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/cnfr",
"CNFRL","Conifer Holdings, Inc.","24.75","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/cnfrl",
"CNMD","CONMED Corporation","66.54","$1.87B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/cnmd",
"CTWS","Connecticut Water Service, Inc.","67.99","$819.26M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/ctws",
"CNOB","ConnectOne Bancorp, Inc.","18.61","$598.95M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cnob",
"CONN","Conn&#39;s, Inc.","24.99","$792.88M","2003","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/conn",
"CNSL","Consolidated Communications Holdings, Inc.","11.86","$845.03M","2005","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cnsl",
"CWCO","Consolidated Water Co. Ltd.","12.47","$186.6M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cwco",
"CNAC","Constellation Alpha Capital Corp.","10.19","$52M","2017","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cnac",
"CNACR","Constellation Alpha Capital Corp.","0.18","n/a","2017","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cnacr",
"CNACU","Constellation Alpha Capital Corp.","10.35","$191.79M","2017","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cnacu",
"CNACW","Constellation Alpha Capital Corp.","0.11","n/a","2017","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cnacw",
"CNST","Constellation Pharmaceuticals, Inc.","6","$154.31M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cnst",
"ROAD","Construction Partners, Inc.","9.7","$498.72M","2018","Basic Industries","Military/Government/Technical","https://www.nasdaq.com/symbol/road",
"CPSS","Consumer Portfolio Services, Inc.","3.55","$80.19M","1992","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/cpss",
"CFRX","ContraFect Corporation","2.08","$165.17M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cfrx",
"CTRV","ContraVir Pharmaceuticals Inc.","0.485","$7.93M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctrv",
"CTRL","Control4 Corporation","20.5","$547.52M","2013","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/ctrl",
"CVON","ConvergeOne Holdings, Inc.","12.53","$957.27M","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cvon",
"AWSM","Cool Holdings Inc.","2.07","$16.13M","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/awsm",
"CPRT","Copart, Inc.","49.04","$11.48B","1994","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cprt",
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","6.66","$381.2M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/crbp",
"CORT","Corcept Therapeutics Incorporated","13.04","$1.51B","1982","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cort",
"CORE","Core-Mark Holding Company, Inc.","25.12","$1.15B","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/core",
"CSOD","Cornerstone OnDemand, Inc.","52.38","$3.07B","2011","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/csod",
"CORV","Correvio Pharma Corp.","3.4","$120.32M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/corv",
"CRVL","CorVel Corp.","66.15","$1.25B","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/crvl",
"CRVS","Corvus Pharmaceuticals, Inc.","5.94","$173.94M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/crvs",
"CSGP","CoStar Group, Inc.","375.44","$13.67B","1998","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/csgp",
"COST","Costco Wholesale Corporation","233.2","$102.19B","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/cost",
"CPAH","CounterPath Corporation","2.26","$13.5M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cpah",
"ICBK","County Bancorp, Inc.","20.81","$139.34M","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/icbk",
"COUP","Coupa Software Incorporated","66.13","$3.84B","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/coup",
"CVTI","Covenant Transportation Group, Inc.","20.25","$371.51M","1994","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/cvti",
"COWN","Cowen Inc.","14.87","$433.32M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/cown",
"COWNL","Cowen Inc.","24.6","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/cownl",
"COWNZ","Cowen Inc.","24.5749","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/cownz",
"PMTS","CPI Card Group Inc.","2.84","$31.7M","2015","Finance","Finance Companies","https://www.nasdaq.com/symbol/pmts",
"CPSH","CPS Technologies Corp.","1.28","$16.9M","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cpsh",
"CRAI","CRA International,Inc.","47.45","$384.4M","1998","Miscellaneous","Other Consumer Services","https://www.nasdaq.com/symbol/crai",
"CBRL","Cracker Barrel Old Country Store, Inc.","175.46","$4.22B","1981","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/cbrl",
"BREW","Craft Brew Alliance, Inc.","16.02","$310.5M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/brew",
"CRAY","Cray Inc","24.99","$1.02B","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/cray",
"CREX","Creative Realities, Inc.","3","$8.89M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/crex",
"CREXW","Creative Realities, Inc.","0.6","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/crexw",
"CACC","Credit Acceptance Corporation","386.39","$7.46B","1992","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/cacc",
"DGLD","Credit Suisse AG","51.6284","$18.28M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/dgld",
"DSLV","Credit Suisse AG","34.25","$15.89M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/dslv",
"GLDI","Credit Suisse AG","8.32","$112.53M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/gldi",
"SLVO","Credit Suisse AG","6.5917","$5.6M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/slvo",
"TVIX","Credit Suisse AG","46.27","$538.27M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/tvix",
"UGLD","Credit Suisse AG","86.65","$132.27M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ugld",
"USLV","Credit Suisse AG","61.03","$246.51M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/uslv",
"USOI","Credit Suisse AG","21.875","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/usoi",
"VIIX","Credit Suisse AG","15.88","$23.73M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/viix",
"ZIV","Credit Suisse AG","65.36","$98.89M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ziv",
"CREE","Cree, Inc.","45.97","$4.71B","1993","Technology","Semiconductors","https://www.nasdaq.com/symbol/cree",
"CRESY","Cresud S.A.C.I.F. y A.","12.19","$874.12M","1997","Finance","Real Estate","https://www.nasdaq.com/symbol/cresy",
"CRNX","Crinetics Pharmaceuticals, Inc.","34.79","$836.25M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/crnx",
"CRSP","CRISPR Therapeutics AG","35.92","$1.87B","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/crsp",
"CRTO","Criteo S.A.","23.21","$1.56B","2013","Technology","Advertising","https://www.nasdaq.com/symbol/crto",
"CROX","Crocs, Inc.","26.31","$1.76B","2006","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/crox",
"CRON","Cronos Group Inc.","10.45","$1.87B","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cron",
"CCRN","Cross Country Healthcare, Inc.","8.39","$304.14M","2001","Technology","Professional Services","https://www.nasdaq.com/symbol/ccrn",
"CRWS","Crown Crafts, Inc.","5.7","$57.4M","n/a","Basic Industries","Textiles","https://www.nasdaq.com/symbol/crws",
"CYRX","CryoPort, Inc.","11.25","$321.41M","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/cyrx",
"CYRXW","CryoPort, Inc.","7.57","n/a","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/cyrxw",
"CSGS","CSG Systems International, Inc.","33.19","$1.11B","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/csgs",
"CCLP","CSI Compressco LP","4.18","$187.46M","2011","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/cclp",
"CSPI","CSP Inc.","11.55","$46.4M","1982","Technology","EDP Services","https://www.nasdaq.com/symbol/cspi",
"CSWI","CSW Industrials, Inc.","50.75","$775M","n/a","Basic Industries","Home Furnishings","https://www.nasdaq.com/symbol/cswi",
"CSX","CSX Corporation","69.82","$58.96B","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/csx",
"CTIC","CTI BioPharma Corp.","1.6","$92.78M","1997","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctic",
"CTIB","CTI Industries Corporation","3.21","$11.33M","1997","Basic Industries","Specialty Chemicals","https://www.nasdaq.com/symbol/ctib",
"CTRP","Ctrip.com International, Ltd.","28.98","$15.67B","2003","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ctrp",
"CUE","Cue Biopharma, Inc.","4.71","$94.83M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cue",
"CUI","CUI Global, Inc.","1.6","$45.68M","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/cui",
"CPIX","Cumberland Pharmaceuticals Inc.","6.38","$99.07M","2009","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cpix",
"CMLS","Cumulus Media Inc.","11.75","$193.69M","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/cmls",
"CRIS","Curis, Inc.","0.747","$24.74M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cris",
"CUTR","Cutera, Inc.","18.82","$261.67M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/cutr",
"CVBF","CVB Financial Corporation","21.71","$3.05B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cvbf",
"CVV","CVD Equipment Corporation","4.5","$29.28M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cvv",
"CYAN","Cyanotech Corporation","3.57","$20.83M","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cyan",
"CYBR","CyberArk Software Ltd.","76.17","$2.71B","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cybr",
"CYBE","CyberOptics Corporation","19.75","$139.79M","1987","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/cybe",
"CYCC","Cyclacel Pharmaceuticals, Inc.","0.85","$10.62M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cycc",
"CYCCP","Cyclacel Pharmaceuticals, Inc.","5.5855","$1.87M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cyccp",
"CBAY","CymaBay Therapeutics Inc.","8.65","$514.15M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cbay",
"CY","Cypress Semiconductor Corporation","13.37","$4.84B","1986","Technology","Semiconductors","https://www.nasdaq.com/symbol/cy",
"CYRN","CYREN Ltd.","2.73","$146.7M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cyrn",
"CONE","CyrusOne Inc","58.3","$6.17B","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cone",
"CYTK","Cytokinetics, Incorporated","7.57","$414.16M","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cytk",
"CTMX","CytomX Therapeutics, Inc.","13.83","$622.45M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctmx",
"CYTX","Cytori Therapeutics Inc.","0.3254","$4.3M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cytx",
"CYTXW","Cytori Therapeutics Inc.","0.0089","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cytxw",
"CYTXZ","Cytori Therapeutics Inc.","0.01","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cytxz",
"CTSO","Cytosorbents Corporation","9.66","$305.76M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ctso",
"CYTR","CytRx Corporation","0.5701","$19.18M","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cytr",
"DJCO","Daily Journal Corp. (S.C.)","238.66","$329.53M","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/djco",
"DAKT","Daktronics, Inc.","8.36","$375.03M","1994","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/dakt",
"DARE","Dare Bioscience, Inc.","0.98","$11.19M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dare",
"DRIO","DarioHealth Corp.","0.8245","$21.38M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/drio",
"DRIOW","DarioHealth Corp.","0.0705","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/driow",
"DZSI","DASAN Zhone Solutions, Inc.","12.94","$214.48M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/dzsi",
"DSKE","Daseke, Inc.","3.46","$223.01M","2015","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/dske",
"DSKEW","Daseke, Inc.","0.15","n/a","2015","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/dskew",
"DAIO","Data I/O Corporation","5.07","$42.79M","1981","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/daio",
